ft,bt,km,transmission,oem,modelYear,price,Insurance Validity,Seats,Ownership,Engine Displacement,Mileage,Max Power,City,Car age
Petrol,Hatchback,42233,Manual,MARUTI,2016,548000,Comprehensive,5 Seats,Second Owner,1197,22.38,88.5,Bangalore,9
Petrol,Hatchback,20941,Manual,HYUNDAI,2019,619000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Bangalore,6
Diesel,SUV,50000,Manual,MARUTI,2018,1000000,Third Party,5 Seats,Second Owner,1248,24.3,88.5,Bangalore,7
Petrol,SUV,46602,Manual,HONDA,2018,865000,Comprehensive,5 Seats,First Owner,1199,17.5,88.7,Bangalore,7
Diesel,SUV,50000,Automatic,MAHINDRA SSANGYONG,2014,1000000,Third Party,7 Seats,Second Owner,2696,11.18,184,Bangalore,11
Diesel,Hatchback,104000,Manual,MARUTI,2014,535000,Comprehensive,5 Seats,Second Owner,1248,25.2,74,Bangalore,11
Diesel,SUV,90000,Manual,FORD,2018,975000,Comprehensive,5 Seats,First Owner,1498,23,98.96,Bangalore,7
Petrol,Hatchback,50035,Manual,MARUTI,2017,699000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Bangalore,8
Petrol,SUV,80000,Manual,TATA,2021,1150000,Third Party,5 Seats,First Owner,1199,17.57,118.36,Bangalore,4
Petrol,Hatchback,90000,Manual,HYUNDAI,2015,625000,Comprehensive,5 Seats,Second Owner,1197,18.6,81.83,Bangalore,10
Diesel,Sedan,90000,Automatic,MERCEDES-BENZ,2011,1000000,Third Party,5 Seats,Fourth Owner,2143,14.21,203,Bangalore,14
Diesel,Sedan,120000,Manual,TOYOTA,2011,600000,Third Party,5 Seats,First Owner,1364,21.43,87.2,Bangalore,14
Petrol,Sedan,25170,Manual,MARUTI,2015,675000,Third Party,5 Seats,First Owner,1197,22.41,88.5,Bangalore,10
Petrol,Sedan,25022,Manual,MARUTI,2021,893000,Comprehensive,5 Seats,First Owner,1462,20.65,103.25,Bangalore,4
Diesel,Hatchback,100000,Manual,MARUTI,2012,420000,Third Party,5 Seats,Second Owner,1248,22.9,74,Bangalore,13
Petrol,Sedan,26367,Manual,MARUTI,2020,941000,Zero Dep,5 Seats,First Owner,1462,20.65,103.25,Bangalore,5
Petrol,Sedan,76567,Automatic,HYUNDAI,2015,630000,Zero Dep,5 Seats,Second Owner,1797,14.5,147.5,Bangalore,10
Diesel,MUV,120000,Manual,TOYOTA,2013,1275000,Third Party,7 Seats,Second Owner,2494,12.99,100.6,Bangalore,12
Petrol,Hatchback,36459,Automatic,HYUNDAI,2015,525000,Comprehensive,5 Seats,Second Owner,1197,18.9,82,Bangalore,10
Diesel,SUV,93725,Manual,MARUTI,2016,750000,Comprehensive,5 Seats,First Owner,1248,23.65,88.5,Bangalore,9
Petrol,Sedan,115599,Automatic,MARUTI,2016,632000,Comprehensive,5 Seats,Second Owner,1373,19.12,91.1,Bangalore,9
Petrol,Sedan,43469,Manual,MARUTI,2015,645000,Zero Dep,5 Seats,First Owner,1197,22.41,88.5,Bangalore,10
Petrol,Sedan,70000,Manual,FORD,2005,500000,Third Party,5 Seats,Fourth Owner,1299,13.8,70,Bangalore,20
Diesel,SUV,77000,Automatic,BMW,2019,6795000,Comprehensive,5 Seats,Second Owner,2993,13.38,261.5,Bangalore,6
Diesel,SUV,100000,Manual,MARUTI,2018,850000,Comprehensive,5 Seats,First Owner,1248,24.3,88.5,Bangalore,7
Petrol,Sedan,72000,Manual,MITSUBISHI,2008,299000,Third Party,5 Seats,First Owner,1999,14.7,115,Bangalore,17
Diesel,Sedan,77000,Automatic,JAGUAR,2013,2095000,Comprehensive,5 Seats,First Owner,2179,16.36,187.7,Bangalore,12
Diesel,SUV,87101,Automatic,AUDI,2013,2800000,Comprehensive,7 Seats,First Owner,2967,12.07,241.4,Bangalore,12
Petrol,Hatchback,40771,Manual,VOLKSWAGEN,2021,999000,Third Party,5 Seats,Second Owner,999,18.24,108.62,Bangalore,4
Petrol,Hatchback,28000,Manual,HONDA,2018,825000,Comprehensive,5 Seats,First Owner,1199,18.7,88.7,Bangalore,7
Petrol,Hatchback,40000,Manual,MARUTI,2008,250000,Comprehensive,5 Seats,Third Owner,1061,18.9,67,Bangalore,17
Petrol,SUV,26000,Automatic,HYUNDAI,2020,1295000,Comprehensive,5 Seats,First Owner,998,18.15,118.35,Bangalore,5
Petrol,Hatchback,76032,Manual,MARUTI,2012,329000,Comprehensive,5 Seats,First Owner,998,18.9,67.1,Bangalore,13
Petrol,Sedan,113780,Manual,MARUTI,2018,666000,Comprehensive,5 Seats,First Owner,1462,21.56,103.25,Bangalore,7
Diesel,Sedan,24000,Automatic,AUDI,2019,2290000,Third Party,5 Seats,First Owner,1968,20.38,143,Bangalore,6
Diesel,SUV,65812,Manual,HYUNDAI,2020,1026000,Third Party,5 Seats,Second Owner,1493,23.7,98.6,Bangalore,5
Petrol,SUV,10000,Automatic,SKODA,2022,1700000,Third Party,5 Seats,First Owner,999,17.2,113.98,Bangalore,3
Petrol,Hatchback,39959,Manual,MARUTI,2016,681000,Zero Dep,5 Seats,First Owner,1197,21.4,83.1,Bangalore,9
Petrol,SUV,10000,Automatic,HYUNDAI,2022,1690000,Third Party,7 Seats,First Owner,1999,14.2,156.9,Bangalore,3
Petrol,Hatchback,65484,Manual,MARUTI,2016,318000,Third Party,5 Seats,Third Owner,998,24.39,65.71,Bangalore,9
Petrol,Hatchback,49174,Manual,MARUTI,2017,688000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Bangalore,8
Petrol,SUV,20000,Manual,VOLKSWAGEN,2022,1300000,Third Party,5 Seats,First Owner,999,20.08,113.98,Bangalore,3
Petrol,Hatchback,50000,Manual,HYUNDAI,2009,265000,Third Party,5 Seats,First Owner,1197,20.36,78.9,Bangalore,16
Petrol,Sedan,40000,Automatic,MARUTI,2018,645000,Third Party,5 Seats,Second Owner,1197,22,81.8,Bangalore,7
Petrol,SUV,30000,Automatic,HYUNDAI,2022,2000000,Third Party,7 Seats,First Owner,1999,14.2,156.9,Bangalore,3
Petrol,Coupe,50000,Automatic,BMW,2007,900000,Third Party,5 Seats,Third Owner,2497,10.9,215,Bangalore,18
Petrol,Hatchback,80000,Manual,MARUTI,2020,620000,Third Party,5 Seats,First Owner,1197,21.21,81.8,Bangalore,5
Petrol,SUV,20000,Manual,MG,2022,1470000,Third Party,5 Seats,First Owner,1498,15.43,108.49,Bangalore,3
Cng,Sedan,70000,Manual,HYUNDAI,2010,220000,Third Party,5 Seats,First Owner,1495,13.2,93.7,Bangalore,15
Diesel,Sedan,90000,Automatic,AUDI,2014,1475000,Third Party,5 Seats,First Owner,1968,17.11,174.33,Bangalore,11
Petrol,Hatchback,40000,Manual,RENAULT,2020,415000,Third Party,5 Seats,First Owner,999,21.74,67,Bangalore,5
Petrol,Hatchback,63797,Manual,HONDA,2016,610000,Comprehensive,5 Seats,First Owner,1199,18.7,88.7,Bangalore,9
Petrol,Hatchback,60216,Manual,HYUNDAI,2018,560000,Comprehensive,5 Seats,Second Owner,1197,18.9,81.86,Bangalore,7
Petrol,Hatchback,10000,Automatic,MARUTI,2015,425000,Third Party,5 Seats,Second Owner,998,23.95,67.05,Bangalore,10
Petrol,Hatchback,38153,Manual,MARUTI,2016,686000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Bangalore,9
Petrol,Hatchback,76485,Manual,MARUTI,2015,517000,Comprehensive,5 Seats,First Owner,1197,22.38,88.5,Bangalore,10
Petrol,Hatchback,40000,Manual,MARUTI,2015,385000,Third Party,5 Seats,Second Owner,998,20.51,67.04,Bangalore,10
Petrol,Hatchback,40623,Manual,MARUTI,2016,675000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Bangalore,9
Diesel,Sedan,18000,Automatic,MERCEDES-BENZ,2018,3300000,Third Party,5 Seats,Second Owner,2143,19.27,167.62,Bangalore,7
Petrol,Hatchback,88051,Manual,MARUTI,2014,499000,Third Party,5 Seats,First Owner,1197,22.38,88.5,Bangalore,11
Petrol,Hatchback,16522,Manual,MARUTI,2022,774000,Third Party,5 Seats,First Owner,1197,22.38,88.5,Bangalore,3
Diesel,SUV,70000,Manual,JEEP,2019,1475000,Third Party,5 Seats,Second Owner,1956,16.3,170,Bangalore,6
Petrol,Hatchback,80000,Manual,MARUTI,2008,240000,Third Party,5 Seats,Third Owner,1061,18.9,67,Bangalore,17
Diesel,SUV,50000,Manual,HYUNDAI,2019,1025000,Third Party,5 Seats,First Owner,1396,23.7,88.76,Bangalore,6
Petrol,SUV,10000,Manual,TATA,2023,1400000,Third Party,5 Seats,First Owner,1199,17.33,118.35,Bangalore,2
Petrol,Hatchback,57000,Manual,HYUNDAI,2013,285000,Third Party,5 Seats,Second Owner,814,21.1,55.2,Bangalore,12
Diesel,SUV,110000,Manual,MAHINDRA,2016,1000000,Third Party,7 Seats,First Owner,2179,16,140,Bangalore,9
Petrol,Hatchback,10000,Manual,MARUTI,2019,780000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Bangalore,6
Petrol,Hatchback,50000,Manual,MARUTI,2012,475000,Third Party,5 Seats,Second Owner,1197,18.6,85.8,Bangalore,13
Diesel,SUV,120000,Manual,MAHINDRA,2019,750000,Third Party,5 Seats,First Owner,1497,20,115,Bangalore,6
Petrol,Hatchback,35469,Manual,HYUNDAI,2014,555000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Bangalore,11
Petrol,Hatchback,40073,Manual,HONDA,2017,607000,Third Party,5 Seats,Second Owner,1199,18.7,88.7,Bangalore,8
Petrol,Hatchback,65730,Manual,HYUNDAI,2017,514000,Third Party,5 Seats,Second Owner,1197,18.9,81.86,Bangalore,8
Petrol,Sedan,120000,Manual,MARUTI,2005,250000,Third Party,5 Seats,Second Owner,1590,15.4,92.7,Bangalore,20
Petrol,Hatchback,36184,Manual,MARUTI,2016,705000,Third Party,5 Seats,Second Owner,1197,21.4,83.1,Bangalore,9
Petrol,Hatchback,69310,Manual,MARUTI,2016,653000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Bangalore,9
Petrol,Sedan,55643,Automatic,HONDA,2015,872000,Third Party,5 Seats,First Owner,1497,18,117.3,Bangalore,10
Petrol,Hatchback,62803,Automatic,HYUNDAI,2017,564000,Third Party,5 Seats,Second Owner,1197,18.9,81.86,Bangalore,8
Diesel,Hatchback,90000,Manual,VOLKSWAGEN,2011,370000,Third Party,5 Seats,Second Owner,1199,22.07,73.9,Bangalore,14
Petrol,Hatchback,68656,Manual,MARUTI,2015,550000,Third Party,5 Seats,First Owner,1197,22.38,88.5,Bangalore,10
Petrol,Hatchback,77501,Manual,HONDA,2016,517000,Comprehensive,5 Seats,Third Owner,1199,18.7,88.7,Bangalore,9
Petrol,Sedan,40000,Manual,MARUTI,2016,620000,Third Party,5 Seats,First Owner,1197,20.85,83.14,Bangalore,9
Petrol,Sedan,40000,Manual,MARUTI,2016,620000,Third Party,5 Seats,First Owner,1197,20.85,83.14,Bangalore,9
Petrol,Sedan,48325,Automatic,HONDA,2014,750000,Third Party,5 Seats,First Owner,1497,18,117.3,Bangalore,11
Petrol,SUV,30000,Manual,TATA,2022,1220000,Third Party,5 Seats,First Owner,1199,17.57,118.36,Bangalore,3
Diesel,Hatchback,100000,Automatic,MERCEDES-BENZ,2013,1350000,Comprehensive,5 Seats,Second Owner,2143,14.8,120.7,Bangalore,12
Petrol,Hatchback,69000,Manual,MARUTI,2015,575000,Comprehensive,5 Seats,First Owner,1197,22,81.8,Bangalore,10
Diesel,SUV,110000,Manual,JEEP,2018,1250000,Third Party,5 Seats,First Owner,1956,17.1,170,Bangalore,7
Petrol,Sedan,50000,Manual,HYUNDAI,2016,868000,Third Party,5 Seats,Second Owner,1591,17.01,121.3,Bangalore,9
Diesel,MUV,60000,Automatic,KIA,2020,3000000,Third Party,8 Seats,First Owner,2199,14.11,197.2,Bangalore,5
Petrol,Hatchback,20000,Manual,HYUNDAI,2021,980000,Third Party,5 Seats,First Owner,998,20,118.36,Bangalore,4
Petrol,Hatchback,14999,Automatic,MARUTI,2022,900000,Third Party,5 Seats,First Owner,1197,22.56,88.5,Bangalore,3
Petrol,Hatchback,90773,Manual,HONDA,2016,550000,Comprehensive,5 Seats,Second Owner,1199,18.7,88.7,Bangalore,9
Diesel,Sedan,90000,Manual,SKODA,2012,450000,Third Party,5 Seats,First Owner,1598,20.5,103.5,Bangalore,13
Petrol,Hatchback,64917,Manual,MARUTI,2017,610000,Zero Dep,5 Seats,Second Owner,1197,20.4,81.8,Bangalore,8
Petrol,Hatchback,70235,Manual,HONDA,2017,543000,Comprehensive,5 Seats,First Owner,1199,18.7,88.7,Bangalore,8
Petrol,Hatchback,30000,Manual,HYUNDAI,2021,980000,Third Party,5 Seats,First Owner,998,20,118.36,Bangalore,4
Petrol,Hatchback,78782,Manual,HONDA,2016,535000,Zero Dep,5 Seats,First Owner,1199,18.7,88.7,Bangalore,9
Diesel,SUV,164000,Manual,MAHINDRA,2014,850000,Comprehensive,7 Seats,Second Owner,2179,15.1,140,Bangalore,11
Petrol,Sedan,72136,Manual,MARUTI,2016,661000,Third Party,5 Seats,Second Owner,1373,20.73,91.1,Bangalore,9
Petrol,Hatchback,52486,Manual,MARUTI,2015,505000,Comprehensive,5 Seats,Second Owner,1197,22.38,88.5,Bangalore,10
Diesel,Sedan,150000,Automatic,SKODA,2007,450000,Third Party,5 Seats,First Owner,1896,15.6,106,Bangalore,18
Petrol,SUV,36887,Manual,HONDA,2017,865000,Third Party,5 Seats,First Owner,1199,17.5,88.7,Bangalore,8
Petrol,SUV,47962,Manual,HYUNDAI,2019,999000,Comprehensive,5 Seats,First Owner,998,18.27,118.35,Bangalore,6
Diesel,SUV,135000,Manual,NISSAN,2014,595000,Comprehensive,5 Seats,First Owner,1461,20.45,83.8,Bangalore,11
Petrol,Sedan,47398,Automatic,SKODA,2018,2365000,Comprehensive,5 Seats,Second Owner,1798,14.67,177.46,Bangalore,7
Petrol,Sedan,50000,Manual,FIAT,2012,400000,Third Party,5 Seats,Second Owner,1368,14.6,112,Bangalore,13
Diesel,Sedan,100000,Manual,MARUTI,2012,550000,Third Party,5 Seats,First Owner,1248,19.3,73.9,Bangalore,13
Diesel,SUV,55000,Automatic,BMW,2020,6050000,Comprehensive,5 Seats,First Owner,1998,14.71,261.5,Bangalore,5
Diesel,SUV,110000,Automatic,BMW,2011,1600000,Comprehensive,5 Seats,Second Owner,1995,16.55,218,Bangalore,14
Petrol,Hatchback,90000,Automatic,VOLKSWAGEN,2013,520000,Third Party,5 Seats,Third Owner,1197,17.21,103.6,Bangalore,12
Petrol,Hatchback,116624,Manual,MARUTI,2016,616000,Zero Dep,5 Seats,First Owner,1197,21.4,83.1,Bangalore,9
Petrol,Sedan,54561,Manual,MARUTI,2019,795000,Zero Dep,5 Seats,Second Owner,1462,21.56,103.25,Bangalore,6
Diesel,MUV,120000,Manual,TOYOTA,2013,1275000,Third Party,7 Seats,Second Owner,2494,12.99,100.6,Bangalore,12
Petrol,Hatchback,65072,Manual,HONDA,2016,624000,Comprehensive,5 Seats,First Owner,1199,18.7,88.7,Bangalore,9
Petrol,Hatchback,133532,Manual,HYUNDAI,2017,549000,Zero Dep,5 Seats,First Owner,1197,18.9,81.86,Bangalore,8
Diesel,MUV,120000,Manual,TOYOTA,2010,760000,Third Party,7 Seats,Third Owner,2494,11.4,100.6,Bangalore,15
Petrol,Sedan,39886,Manual,MARUTI,2013,524000,Comprehensive,5 Seats,First Owner,1197,22.41,88.5,Bangalore,12
Diesel,SUV,80000,Manual,MAHINDRA,2019,1650000,Third Party,7 Seats,First Owner,2179,15.1,152.87,Bangalore,6
Diesel,Hatchback,56976,Manual,MARUTI,2015,583000,Comprehensive,5 Seats,Second Owner,1248,25.2,74,Bangalore,10
Petrol,Sedan,68303,Manual,VOLKSWAGEN,2020,1147000,Zero Dep,5 Seats,Second Owner,999,17.69,108.62,Bangalore,5
Petrol,Hatchback,80000,Automatic,MINI,2013,1750000,Third Party,4 Seats,Second Owner,1598,13.6,181,Bangalore,12
Diesel,Sedan,54000,Automatic,SKODA,2016,825000,Comprehensive,5 Seats,First Owner,1498,21.72,108.6,Bangalore,9
Diesel,SUV,98500,Automatic,LAND ROVER,2016,3150000,Third Party,7 Seats,First Owner,2179,12.51,187.7,Bangalore,9
Petrol,Hatchback,72348,Manual,VOLKSWAGEN,2018,755000,Third Party,5 Seats,First Owner,1199,16.2,74,Bangalore,7
Petrol,SUV,70000,Manual,HYUNDAI,2015,875000,Comprehensive,5 Seats,First Owner,1591,13,121.3,Bangalore,10
Petrol,Hatchback,62696,Manual,VOLKSWAGEN,2021,855000,Third Party,5 Seats,First Owner,999,17.74,75.1,Bangalore,4
Diesel,SUV,174000,Automatic,TOYOTA,2014,1845000,Comprehensive,7 Seats,Third Owner,2982,12.55,168.5,Bangalore,11
Petrol,Hatchback,65000,Manual,HYUNDAI,2016,525000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Bangalore,9
Petrol,Hatchback,36000,Automatic,HYUNDAI,2017,650000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Bangalore,8
Diesel,MUV,122500,Manual,TOYOTA,2011,950000,Comprehensive,7 Seats,Second Owner,2494,12.8,102,Bangalore,14
Petrol,Sedan,71905,Automatic,HONDA,2018,846000,Zero Dep,5 Seats,First Owner,1497,18,117.6,Bangalore,7
Petrol,Hatchback,69748,Manual,MARUTI,2013,424000,Comprehensive,5 Seats,Second Owner,1197,22.38,88.5,Bangalore,12
Petrol,Hatchback,44000,Manual,MARUTI,2008,210000,Comprehensive,5 Seats,First Owner,796,19.7,46.3,Bangalore,17
Petrol,Sedan,17875,Manual,TOYOTA,2021,959000,Third Party,5 Seats,Second Owner,1496,17.1,105.94,Bangalore,4
Petrol,SUV,95678,Manual,RENAULT,2020,889000,Comprehensive,5 Seats,First Owner,1330,16.42,153.866,Bangalore,5
Petrol,SUV,12003,Automatic,RENAULT,2022,850000,Third Party,5 Seats,First Owner,999,19.03,71.01,Bangalore,3
Diesel,SUV,114427,Manual,FORD,2018,836000,Comprehensive,5 Seats,Second Owner,1498,23,98.96,Bangalore,7
Petrol,SUV,20000,Automatic,RENAULT,2022,660000,Third Party,5 Seats,First Owner,999,19.03,71.01,Bangalore,3
Petrol,Hatchback,64655,Manual,HONDA,2012,334000,Comprehensive,5 Seats,First Owner,1198,19.4,86.8,Bangalore,13
Petrol,SUV,46456,Manual,MAHINDRA,2018,594000,Third Party,6 Seats,First Owner,1198,18.15,82,Bangalore,7
Petrol,SUV,20000,Automatic,RENAULT,2021,991000,Third Party,5 Seats,First Owner,999,18.24,98.63,Bangalore,4
Diesel,SUV,50000,Manual,JEEP,2018,1450000,Third Party,5 Seats,First Owner,1956,17.1,170,Bangalore,7
Diesel,Sedan,90000,Manual,VOLKSWAGEN,2011,219000,Third Party,5 Seats,Fourth Owner,1598,20.54,103.6,Bangalore,14
Diesel,SUV,20000,Manual,HYUNDAI,2022,1285000,Third Party,5 Seats,First Owner,1493,18.89352172,113.45,Bangalore,3
Petrol,SUV,27000,Automatic,VOLVO,2021,4195000,Comprehensive,5 Seats,First Owner,1969,16.58558998,187.4,Bangalore,4
Diesel,MUV,150000,Manual,TOYOTA,2008,455000,Third Party,8 Seats,Third Owner,2494,12.8,102,Bangalore,17
Petrol,Hatchback,10000,Manual,MARUTI,2022,825000,Third Party,5 Seats,First Owner,1197,22.35,88.5,Bangalore,3
Petrol,Sedan,40000,Manual,HONDA,2018,825000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Bangalore,7
Diesel,SUV,40000,Manual,FORD,2020,920000,Third Party,5 Seats,First Owner,1498,23,98.96,Bangalore,5
Diesel,Sedan,20000,Automatic,MERCEDES-BENZ,2018,3300000,Third Party,5 Seats,Second Owner,2143,19.27,167.62,Bangalore,7
Diesel,SUV,91598,Manual,FORD,2017,729000,Third Party,5 Seats,Second Owner,1498,22.77,98.59,Bangalore,8
Petrol,Hatchback,57521,Manual,MARUTI,2015,432000,Comprehensive,5 Seats,First Owner,998,25.24,65.71,Bangalore,10
Diesel,SUV,100000,Manual,RENAULT,2016,700000,Third Party,5 Seats,First Owner,1461,19.87,83.8,Bangalore,9
Petrol,Sedan,7598,Manual,HYUNDAI,2021,1499000,Comprehensive,5 Seats,First Owner,1497,17.7,113.18,Bangalore,4
Petrol,SUV,38520,Manual,RENAULT,2017,762000,Comprehensive,5 Seats,First Owner,1598,13.06,102.53,Bangalore,8
Petrol,SUV,20000,Manual,MG,2022,1625000,Third Party,5 Seats,First Owner,1498,15.43,108.49,Bangalore,3
Diesel,SUV,110455,Manual,RENAULT,2014,632000,Comprehensive,5 Seats,Second Owner,1461,20.45,83.8,Bangalore,11
Petrol,SUV,26901,Automatic,HYUNDAI,2020,1218000,Comprehensive,5 Seats,First Owner,998,18.15,118.35,Bangalore,5
Petrol,Hatchback,65376,Automatic,HYUNDAI,2017,524000,Zero Dep,5 Seats,First Owner,1197,18.9,81.86,Bangalore,8
Diesel,SUV,28177,Manual,MAHINDRA,2018,1405000,Comprehensive,7 Seats,Third Owner,2179,15.1,152.87,Bangalore,7
Petrol,SUV,10000,Manual,KIA,2022,1390000,Third Party,5 Seats,First Owner,998,18.2,118.36,Bangalore,3
Petrol,SUV,30000,Automatic,MG,2021,1890000,Comprehensive,5 Seats,First Owner,1451,19.09716276,141,Bangalore,4
Petrol,SUV,27000,Automatic,HYUNDAI,2018,1275000,Third Party,5 Seats,First Owner,1591,13,121.3,Bangalore,7
Petrol,Hatchback,90000,Automatic,HYUNDAI,2010,275000,Third Party,5 Seats,Third Owner,1197,19.2,80,Bangalore,15
Petrol,Sedan,20000,Manual,HONDA,2022,1125000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Bangalore,3
Petrol,Sedan,82998,Automatic,HONDA,2016,650000,Comprehensive,5 Seats,First Owner,1497,18,117.3,Bangalore,9
Petrol,Sedan,110000,Automatic,AUDI,2010,700000,Third Party,5 Seats,Third Owner,1781,12.3,163.2,Bangalore,15
Petrol,Sedan,14500,Manual,HONDA,2019,1100000,Third Party,5 Seats,First Owner,1497,17.14,117.6,Bangalore,6
Diesel,Sedan,120000,Manual,MAHINDRA,2016,260000,Third Party,5 Seats,Third Owner,1461,21.03,65,Bangalore,9
Petrol,Hatchback,68000,Automatic,HYUNDAI,2010,395000,Comprehensive,5 Seats,Second Owner,1197,19.2,80,Bangalore,15
Petrol,Sedan,25887,Manual,HYUNDAI,2019,681000,Third Party,5 Seats,First Owner,1197,20.14,81.86,Bangalore,6
Petrol,Hatchback,74094,Manual,MARUTI,2020,405000,Comprehensive,5 Seats,First Owner,998,21.7,65.71,Bangalore,5
Petrol,Hatchback,40000,Automatic,HONDA,2018,765000,Comprehensive,5 Seats,First Owner,1199,19,88.7,Bangalore,7
Diesel,Hatchback,91045,Manual,MARUTI,2014,487000,Third Party,5 Seats,First Owner,1248,23.2,73.94,Bangalore,11
Diesel,SUV,80033,Manual,MAHINDRA,2018,1474000,Third Party,7 Seats,First Owner,2179,15.1,152.87,Bangalore,7
Diesel,SUV,70000,Automatic,MAHINDRA,2017,1340000,Third Party,7 Seats,Second Owner,2179,16,140,Bangalore,8
Petrol,MUV,13957,Automatic,RENAULT,2021,770000,Comprehensive,7 Seats,First Owner,999,18.2,71.01,Bangalore,4
Petrol,Hatchback,34140,Automatic,MARUTI,2018,818000,Third Party,5 Seats,Second Owner,1197,21.4,83.1,Bangalore,7
Petrol,SUV,20056,Manual,FORD,2017,724000,Comprehensive,5 Seats,First Owner,1497,17,121.31,Bangalore,8
Petrol,Hatchback,38233,Automatic,MARUTI,2016,468000,Comprehensive,5 Seats,Third Owner,998,26,65.71,Bangalore,9
Petrol,Sedan,100000,Manual,VOLKSWAGEN,2013,500000,Third Party,5 Seats,First Owner,1390,14.69,120.33,Bangalore,12
Diesel,SUV,50000,Manual,FORD,2016,600000,Third Party,5 Seats,Second Owner,1498,22.77,98.59,Bangalore,9
Diesel,SUV,70000,Manual,MAHINDRA,2017,1350000,Third Party,7 Seats,Second Owner,2179,16,140,Bangalore,8
Petrol,Hatchback,44000,Manual,HYUNDAI,2016,525000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Bangalore,9
Petrol,Hatchback,90000,Manual,HYUNDAI,2006,175000,Third Party,5 Seats,Second Owner,1341,15.3,81.85,Bangalore,19
Petrol,Sedan,30000,Automatic,MARUTI,2016,725000,Third Party,5 Seats,First Owner,1373,19.12,91.1,Bangalore,9
Petrol,Hatchback,50000,Manual,HYUNDAI,2018,550000,Third Party,5 Seats,First Owner,1197,18.9,81.86,Bangalore,7
Petrol,Hatchback,98000,Manual,MARUTI,2019,650000,Comprehensive,5 Seats,First Owner,1197,22,81.8,Bangalore,6
Petrol,Hatchback,47000,Automatic,HONDA,2017,775000,Comprehensive,5 Seats,First Owner,1199,18.2,88.7,Bangalore,8
Petrol,Sedan,70000,Manual,HYUNDAI,2019,900000,Third Party,5 Seats,First Owner,1591,17,121.3,Bangalore,6
Petrol,Hatchback,16998,Manual,MARUTI,2020,408000,Comprehensive,5 Seats,First Owner,796,22.05,47.33,Bangalore,5
Petrol,Hatchback,15256,Automatic,HYUNDAI,2017,642000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Bangalore,8
Petrol,Sedan,70000,Manual,HYUNDAI,2019,900000,Third Party,5 Seats,First Owner,1591,17,121.3,Bangalore,6
Petrol,Hatchback,4495,Automatic,DATSUN,2020,521000,Comprehensive,5 Seats,First Owner,999,22.5,67,Bangalore,5
Petrol,MUV,34561,Manual,RENAULT,2020,695000,Zero Dep,7 Seats,First Owner,999,20,71.01,Bangalore,5
Petrol,Hatchback,40000,Manual,MARUTI,2018,390000,Third Party,5 Seats,Second Owner,998,23.95,67.05,Bangalore,7
Petrol,Hatchback,142135,Manual,TATA,2016,429000,Comprehensive,5 Seats,First Owner,1199,23.84,84,Bangalore,9
Petrol,Sedan,120000,Manual,FORD,2021,520000,Third Party,5 Seats,First Owner,1194,18.5,94.93,Bangalore,4
Petrol,Hatchback,9553,Automatic,MARUTI,2019,625000,Third Party,5 Seats,First Owner,1197,20.52,81.8,Bangalore,6
Petrol,Hatchback,7600,Manual,RENAULT,2022,601000,Zero Dep,5 Seats,First Owner,999,21.46,67.06,Bangalore,3
Diesel,SUV,120000,Manual,JEEP,2017,1300000,Third Party,5 Seats,First Owner,1956,17.1,170,Bangalore,8
Petrol,Hatchback,20000,Automatic,HYUNDAI,2017,645000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Bangalore,8
Diesel,SUV,120000,Automatic,AUDI,2013,1975000,Third Party,7 Seats,Second Owner,2967,12.07,241.4,Bangalore,12
